exchange,band_usd,sent_btc,received_usdt,market_usdt,pct_below_market,checked_at_utc
ChangeHero,1000,0.01310000,995.687000,1003.512334,0.7798,2026-09-17T20:17:58.264Z
Changelly,1000,0.01310000,978.771401,1003.512334,2.4654,2026-09-17T20:18:04.239Z
SideShift,1000,0.01310000,979.704763,1003.528448,2.3740,2026-09-17T20:18:16.579Z
ChangeNOW,5000,0.06530000,4938.826533,5002.321193,1.2693,2026-09-17T20:18:30.288Z
SimpleSwap,5000,0.06530000,4924.902596,5002.321193,1.5477,2026-09-17T20:18:33.074Z
ChangeHero,5000,0.06530000,4964.590000,5002.321193,0.7543,2026-09-17T20:18:33.475Z
Changelly,5000,0.06530000,4885.607527,5002.321193,2.3332,2026-09-17T20:18:39.346Z
SideShift,5000,0.06530000,4883.566489,5002.321193,2.3740,2026-09-17T20:18:51.773Z
ChangeNOW,200,0.00261000,193.338532,199.690095,3.1807,2026-09-17T21:17:06.826Z
ChangeHero,200,0.00261000,197.889000,199.690095,0.9019,2026-09-17T21:17:25.497Z
Changelly,200,0.00261000,193.437751,199.690095,3.1310,2026-09-17T21:17:37.206Z
SideShift,200,0.00261000,194.949453,199.690095,2.3740,2026-09-17T21:17:47.327Z
ChangeNOW,1000,0.01310000,985.700704,1002.275956,1.6538,2026-09-17T21:17:51.292Z
ChangeHero,1000,0.01310000,994.442000,1002.275956,0.7816,2026-09-17T21:17:52.032Z
Changelly,1000,0.01310000,977.564117,1002.275956,2.4656,2026-09-17T21:18:01.107Z
SideShift,1000,0.01310000,978.481928,1002.275956,2.3740,2026-09-17T21:18:13.054Z
ChangeNOW,5000,0.06540000,4940.142497,5003.728821,1.2708,2026-09-17T21:18:26.371Z
SimpleSwap,5000,0.06540000,4926.483980,5003.728821,1.5437,2026-09-17T21:18:29.280Z
ChangeHero,5000,0.06540000,4965.820000,5003.728821,0.7576,2026-09-17T21:18:29.667Z
Changelly,5000,0.06540000,4886.983310,5003.728821,2.3332,2026-09-17T21:18:36.144Z
SideShift,5000,0.06540000,4884.940313,5003.728821,2.3740,2026-09-17T21:18:47.794Z
ChangeNOW,200,0.00262000,193.640685,199.981076,3.1705,2026-09-17T22:17:09.133Z
SimpleSwap,200,0.00262000,195.542193,199.981076,2.2197,2026-09-17T22:17:21.256Z
ChangeHero,200,0.00262000,198.155000,199.968526,0.9069,2026-09-17T22:17:30.729Z
Changelly,200,0.00262000,193.591898,199.968526,3.1888,2026-09-17T22:17:42.783Z
SideShift,200,0.00262000,195.102084,199.847089,2.3743,2026-09-17T22:17:53.330Z
ChangeNOW,1000,0.01310000,983.182844,999.188155,1.6018,2026-09-17T22:17:57.251Z
SimpleSwap,1000,0.01310000,983.139585,999.188155,1.6062,2026-09-17T22:18:01.126Z
ChangeHero,1000,0.01310000,991.159000,999.006066,0.7855,2026-09-17T22:18:01.527Z
Changelly,1000,0.01310000,974.370039,999.005934,2.4660,2026-09-17T22:18:06.506Z
SideShift,1000,0.01310000,975.288444,999.005934,2.3741,2026-09-17T22:18:18.315Z
ChangeNOW,5000,0.06550000,4935.638539,4995.029672,1.1890,2026-09-17T22:18:32.428Z
SimpleSwap,5000,0.06550000,4918.031954,4995.161328,1.5441,2026-09-17T22:18:35.621Z
ChangeHero,5000,0.06550000,4957.230000,4995.161328,0.7594,2026-09-17T22:18:36.538Z
Changelly,5000,0.06550000,4878.869585,4995.423328,2.3332,2026-09-17T22:18:41.416Z
SideShift,5000,0.06550000,4877.086543,4995.685328,2.3740,2026-09-17T22:18:53.323Z
ChangeNOW,200,0.00262000,194.076939,200.381203,3.1461,2026-09-17T23:17:05.727Z
SimpleSwap,200,0.00262000,195.934102,200.381203,2.2193,2026-09-17T23:17:18.816Z
ChangeHero,200,0.00262000,198.542000,200.381203,0.9179,2026-09-17T23:17:28.236Z
Changelly,200,0.00262000,194.079505,200.351387,3.1304,2026-09-17T23:17:40.076Z
SideShift,200,0.00262000,195.590620,200.346854,2.3740,2026-09-17T23:17:49.976Z
ChangeNOW,1000,0.01310000,985.344949,1001.805273,1.6431,2026-09-17T23:17:54.054Z
SimpleSwap,1000,0.01310000,985.109673,1001.805273,1.6666,2026-09-17T23:17:56.829Z
ChangeHero,1000,0.01310000,994.050000,1001.805273,0.7741,2026-09-17T23:17:57.201Z
Changelly,1000,0.01310000,977.104330,1001.805273,2.4656,2026-09-17T23:18:03.953Z
SideShift,1000,0.01310000,978.052233,1001.835666,2.3740,2026-09-17T23:18:15.620Z
ChangeNOW,5000,0.06540000,4937.946332,5001.530727,1.2713,2026-09-17T23:18:29.804Z
SimpleSwap,5000,0.06540000,4924.169728,5001.530727,1.5467,2026-09-17T23:18:33.270Z
ChangeHero,5000,0.06540000,4963.740000,5001.530727,0.7556,2026-09-17T23:18:33.674Z
Changelly,5000,0.06540000,4884.835823,5001.530727,2.3332,2026-09-17T23:18:38.811Z
SideShift,5000,0.06540000,4882.795119,5001.530727,2.3740,2026-09-17T23:18:50.637Z
ChangeNOW,200,0.00262000,193.865851,200.152293,3.1408,2026-09-18T00:17:05.897Z
SimpleSwap,200,0.00262000,195.960229,200.147053,2.0919,2026-09-18T00:17:20.738Z
ChangeHero,200,0.00262000,198.336000,200.147053,0.9049,2026-09-18T00:17:30.312Z
Changelly,200,0.00262000,193.858884,200.120853,3.1291,2026-09-18T00:17:42.696Z
SideShift,200,0.00262000,195.369981,200.120853,2.3740,2026-09-18T00:17:52.682Z
ChangeNOW,1000,0.01310000,984.104734,1000.604266,1.6490,2026-09-18T00:17:56.648Z
SimpleSwap,1000,0.01310000,984.034587,1000.604266,1.6560,2026-09-18T00:17:59.395Z
ChangeHero,1000,0.01310000,992.723000,1000.604266,0.7877,2026-09-18T00:17:59.797Z
Changelly,1000,0.01310000,975.931127,1000.604266,2.4658,2026-09-18T00:18:06.015Z
SideShift,1000,0.01310000,976.674628,1000.425581,2.3741,2026-09-18T00:18:18.266Z
ChangeNOW,5000,0.06550000,4939.723721,5002.208473,1.2491,2026-09-18T00:18:31.790Z
SimpleSwap,5000,0.06550000,4925.902820,5002.208473,1.5254,2026-09-18T00:18:35.000Z
ChangeHero,5000,0.06550000,4964.200000,5002.208473,0.7598,2026-09-18T00:18:35.403Z
Changelly,5000,0.06550000,4885.498302,5002.208473,2.3332,2026-09-18T00:18:41.113Z
SideShift,5000,0.06550000,4883.456045,5002.208473,2.3740,2026-09-18T00:18:53.223Z
ChangeNOW,200,0.00261000,193.410111,199.721754,3.1602,2026-09-18T01:17:07.058Z
SimpleSwap,200,0.00261000,195.546980,199.721754,2.0903,2026-09-18T01:17:22.122Z
ChangeHero,200,0.00261000,197.904000,199.727653,0.9131,2026-09-18T01:17:31.704Z
Changelly,200,0.00261000,193.466644,199.722433,3.1322,2026-09-18T01:17:43.924Z
SideShift,200,0.00261000,194.981828,199.720032,2.3724,2026-09-18T01:17:53.768Z
ChangeNOW,1000,0.01310000,985.847505,1002.442327,1.6554,2026-09-18T01:17:57.841Z
SimpleSwap,1000,0.01310000,985.630446,1002.490666,1.6818,2026-09-18T01:18:01.347Z
ChangeHero,1000,0.01310000,994.798000,1002.490666,0.7674,2026-09-18T01:18:01.795Z
Changelly,1000,0.01310000,978.349454,1003.080035,2.4655,2026-09-18T01:18:07.305Z
SideShift,1000,0.01310000,979.266916,1003.080035,2.3740,2026-09-18T01:18:19.494Z
ChangeNOW,5000,0.06530000,4933.197028,4999.431014,1.3248,2026-09-18T01:18:33.011Z
SimpleSwap,5000,0.06530000,4919.887060,4999.431014,1.5911,2026-09-18T01:18:36.043Z
ChangeHero,5000,0.06530000,4961.490000,4999.431014,0.7589,2026-09-18T01:18:36.713Z
Changelly,5000,0.06530000,4882.784107,4999.431014,2.3332,2026-09-18T01:18:42.392Z
SideShift,5000,0.06530000,4880.295570,4998.858986,2.3718,2026-09-18T01:18:54.468Z
ChangeNOW,200,0.00260000,193.249915,199.655573,3.2084,2026-09-18T02:17:06.550Z
SimpleSwap,200,0.00260000,195.475380,199.655573,2.0937,2026-09-18T02:17:23.532Z
ChangeHero,200,0.00260000,197.874000,199.655573,0.8923,2026-09-18T02:17:33.140Z
Changelly,200,0.00260000,193.406452,199.659525,3.1319,2026-09-18T02:17:45.596Z
SideShift,200,0.00260000,194.927474,199.659551,2.3701,2026-09-18T02:17:55.654Z
ChangeNOW,1000,0.01300000,981.771730,998.358075,1.6614,2026-09-18T02:17:59.553Z
SimpleSwap,1000,0.01300000,981.419680,998.358205,1.6966,2026-09-18T02:18:04.475Z
ChangeHero,1000,0.01300000,990.667000,998.419175,0.7764,2026-09-18T02:18:04.945Z
Changelly,1000,0.01300000,973.839038,998.464675,2.4664,2026-09-18T02:18:08.686Z
SideShift,1000,0.01300000,974.364052,998.165935,2.3846,2026-09-18T02:18:21.145Z
ChangeNOW,5000,0.06510000,4935.647667,4999.060574,1.2685,2026-09-18T02:18:34.717Z
SimpleSwap,5000,0.06510000,4922.709533,4999.060574,1.5273,2026-09-18T02:18:37.484Z
ChangeHero,5000,0.06510000,4961.170000,4999.068386,0.7581,2026-09-18T02:18:39.885Z
Changelly,5000,0.06510000,4882.428545,4999.068386,2.3332,2026-09-18T02:18:43.728Z
SideShift,5000,0.06510000,4880.290511,4999.068386,2.3760,2026-09-18T02:18:56.153Z
ChangeNOW,200,0.00258000,193.150581,199.898387,3.3756,2026-09-18T03:17:07.093Z
SimpleSwap,200,0.00258000,195.745041,199.906127,2.0815,2026-09-18T03:17:18.750Z
ChangeHero,200,0.00258000,198.185000,199.949987,0.8827,2026-09-18T03:17:28.356Z
Changelly,200,0.00258000,193.712608,199.990003,3.1389,2026-09-18T03:17:40.667Z
SideShift,200,0.00258000,195.393870,199.975813,2.2912,2026-09-18T03:17:50.653Z
ChangeNOW,1000,0.01290000,983.088034,1000.839082,1.7736,2026-09-18T03:17:54.413Z
SimpleSwap,1000,0.01290000,983.961420,1000.782193,1.6808,2026-09-18T03:17:57.486Z
ChangeHero,1000,0.01290000,993.067000,1000.921900,0.7848,2026-09-18T03:17:57.855Z
Changelly,1000,0.01290000,976.035737,1000.747621,2.4693,2026-09-18T03:18:04.043Z
SideShift,1000,0.01290000,976.345094,1000.105459,2.3758,2026-09-18T03:18:16.289Z
ChangeNOW,5000,0.06450000,4936.501745,4999.395323,1.2580,2026-09-18T03:18:29.513Z
SimpleSwap,5000,0.06450000,4926.831491,4999.395323,1.4515,2026-09-18T03:18:32.424Z
ChangeHero,5000,0.06450000,4962.050000,4999.319213,0.7455,2026-09-18T03:18:32.869Z
Changelly,5000,0.06450000,4883.277495,4999.940347,2.3333,2026-09-18T03:18:39.019Z
SideShift,5000,0.06450000,4883.130914,5001.965003,2.3757,2026-09-18T03:18:51.239Z
ChangeNOW,200,0.00259000,193.745360,200.206935,3.2274,2026-09-18T04:17:07.716Z
SimpleSwap,200,0.00259000,195.991208,200.206961,2.1057,2026-09-18T04:17:19.795Z
ChangeHero,200,0.00259000,198.457000,200.181760,0.8616,2026-09-18T04:17:29.549Z
Changelly,200,0.00259000,194.000336,200.250577,3.1212,2026-09-18T04:17:41.436Z
SideShift,200,0.00259000,195.512345,200.270390,2.3758,2026-09-18T04:17:52.265Z
ChangeNOW,1000,0.01290000,980.760775,997.485728,1.6767,2026-09-18T04:17:56.605Z
SimpleSwap,1000,0.01290000,980.582784,997.485728,1.6946,2026-09-18T04:17:59.779Z
ChangeHero,1000,0.01290000,989.768000,997.518752,0.7770,2026-09-18T04:18:00.355Z
Changelly,1000,0.01290000,972.911919,997.518752,2.4668,2026-09-18T04:18:05.152Z
SideShift,1000,0.01290000,973.883698,997.586347,2.3760,2026-09-18T04:18:16.976Z
ChangeNOW,5000,0.06470000,4939.204624,5004.473506,1.3042,2026-09-18T04:18:31.513Z
SimpleSwap,5000,0.06470000,4925.778351,5004.473506,1.5725,2026-09-18T04:18:34.497Z
ChangeHero,5000,0.06470000,4966.000000,5004.225058,0.7639,2026-09-18T04:18:35.194Z
Changelly,5000,0.06470000,4887.188124,5003.942966,2.3333,2026-09-18T04:18:40.134Z
SideShift,5000,0.06470000,4885.051887,5003.942966,2.3759,2026-09-18T04:18:51.983Z
ChangeNOW,200,0.00258000,193.676400,200.087888,3.2043,2026-09-18T05:17:05.647Z
SimpleSwap,200,0.00258000,195.645232,200.087888,2.2204,2026-09-18T05:17:17.407Z
ChangeHero,200,0.00258000,198.264000,200.060256,0.8979,2026-09-18T05:17:27.020Z
Changelly,200,0.00258000,193.761191,200.061417,3.1491,2026-09-18T05:17:39.611Z
SideShift,200,0.00258000,195.274327,200.019389,2.3723,2026-09-18T05:17:49.567Z
ChangeNOW,1000,0.01290000,983.526073,1000.135645,1.6607,2026-09-18T05:17:53.583Z
SimpleSwap,1000,0.01290000,983.428688,1000.161575,1.6730,2026-09-18T05:17:56.502Z
ChangeHero,1000,0.01290000,992.390000,1000.211497,0.7820,2026-09-18T05:17:56.879Z
Changelly,1000,0.01290000,975.541450,1000.211497,2.4665,2026-09-18T05:18:02.672Z
SideShift,1000,0.01290000,976.253920,1000.014256,2.3760,2026-09-18T05:18:15.477Z
ChangeNOW,5000,0.06450000,4937.085338,4999.339208,1.2452,2026-09-18T05:18:31.391Z
SimpleSwap,5000,0.06450000,4924.347468,4999.339208,1.5000,2026-09-18T05:18:34.306Z
ChangeHero,5000,0.06450000,4961.510000,4999.339208,0.7567,2026-09-18T05:18:34.717Z
Changelly,5000,0.06450000,4882.688977,4999.339208,2.3333,2026-09-18T05:18:37.570Z
SideShift,5000,0.06450000,4880.066291,4998.838688,2.3760,2026-09-18T05:18:50.157Z
ChangeNOW,200,0.00258000,193.698092,200.145474,3.2213,2026-09-18T06:17:07.061Z
SimpleSwap,200,0.00258000,195.727976,200.145474,2.2071,2026-09-18T06:17:18.910Z
ChangeHero,200,0.00258000,198.268000,200.148234,0.9394,2026-09-18T06:17:28.528Z
Changelly,200,0.00258000,193.772597,200.073001,3.1491,2026-09-18T06:17:40.942Z
SideShift,200,0.00258000,195.285314,200.038300,2.3760,2026-09-18T06:17:50.890Z
ChangeNOW,1000,0.01290000,983.641691,1000.162865,1.6518,2026-09-18T06:17:54.798Z
SimpleSwap,1000,0.01290000,983.712152,1000.162865,1.6448,2026-09-18T06:17:57.592Z
ChangeHero,1000,0.01290000,992.172000,1000.162865,0.7990,2026-09-18T06:17:57.991Z
Changelly,1000,0.01290000,975.371616,1000.062760,2.4690,2026-09-18T06:18:04.173Z
SideShift,1000,0.01290000,976.171208,999.930665,2.3761,2026-09-18T06:18:16.645Z
ChangeNOW,5000,0.06450000,4936.675430,4997.976323,1.2265,2026-09-18T06:18:31.963Z
SimpleSwap,5000,0.06450000,4923.614967,4997.976323,1.4878,2026-09-18T06:18:34.822Z
ChangeHero,5000,0.06450000,4959.530000,4997.976323,0.7692,2026-09-18T06:18:35.225Z
Changelly,5000,0.06450000,4881.357575,4997.976323,2.3333,2026-09-18T06:18:39.115Z
SideShift,5000,0.06450000,4879.221966,4997.976323,2.3760,2026-09-18T06:18:51.503Z
ChangeNOW,200,0.00257000,193.174378,199.627333,3.2325,2026-09-18T07:17:06.869Z
SimpleSwap,200,0.00257000,195.180316,199.606773,2.2176,2026-09-18T07:17:18.280Z
ChangeHero,200,0.00257000,197.799000,199.606670,0.9056,2026-09-18T07:17:27.853Z
Changelly,200,0.00257000,193.315034,199.606670,3.1520,2026-09-18T07:17:40.322Z
SideShift,200,0.00257000,194.828820,199.570793,2.3761,2026-09-18T07:17:50.447Z
ChangeNOW,1000,0.01290000,985.275213,1001.607665,1.6306,2026-09-18T07:17:55.228Z
SimpleSwap,1000,0.01290000,985.086800,1001.581865,1.6469,2026-09-18T07:17:57.825Z
ChangeHero,1000,0.01290000,993.782000,1001.504465,0.7711,2026-09-18T07:17:58.205Z
Changelly,1000,0.01290000,976.804180,1001.504465,2.4663,2026-09-18T07:18:03.759Z
SideShift,1000,0.01290000,978.117533,1001.923199,2.3760,2026-09-18T07:18:16.087Z
ChangeNOW,5000,0.06440000,4937.738072,5003.317466,1.3107,2026-09-18T07:18:29.407Z
SimpleSwap,5000,0.06440000,4923.166773,5004.150158,1.6183,2026-09-18T07:18:33.860Z
ChangeHero,5000,0.06440000,4966.420000,5003.751522,0.7461,2026-09-18T07:18:34.606Z
Changelly,5000,0.06440000,4885.615040,5002.334722,2.3333,2026-09-18T07:18:38.585Z
SideShift,5000,0.06440000,4883.717684,5002.565274,2.3757,2026-09-18T07:18:50.877Z
ChangeNOW,200,0.00257000,193.479321,200.131875,3.3241,2026-09-18T08:17:07.198Z
SimpleSwap,200,0.00257000,195.779624,200.131875,2.1747,2026-09-18T08:17:19.059Z
ChangeHero,200,0.00257000,198.418000,200.172173,0.8763,2026-09-18T08:17:28.689Z
Changelly,200,0.00257000,193.871737,200.197873,3.1599,2026-09-18T08:17:41.012Z
SideShift,200,0.00257000,195.398626,200.155571,2.3766,2026-09-18T08:17:50.998Z
ChangeNOW,1000,0.01280000,980.174188,996.876864,1.6755,2026-09-18T08:17:55.053Z
SimpleSwap,1000,0.01280000,979.949489,996.876864,1.6980,2026-09-18T08:17:58.034Z
ChangeHero,1000,0.01280000,989.038000,996.876864,0.7863,2026-09-18T08:17:58.429Z
Changelly,1000,0.01280000,972.282171,996.876864,2.4672,2026-09-18T08:18:04.313Z
SideShift,1000,0.01280000,973.285466,996.973120,2.3760,2026-09-18T08:18:16.542Z
ChangeNOW,5000,0.06420000,4936.698334,4999.960521,1.2653,2026-09-18T08:18:29.650Z
SimpleSwap,5000,0.06420000,4922.915630,4999.960521,1.5409,2026-09-18T08:18:32.711Z
ChangeHero,5000,0.06420000,4962.750000,4999.960521,0.7442,2026-09-18T08:18:33.393Z
Changelly,5000,0.06420000,4883.482219,4999.960521,2.3296,2026-09-18T08:18:39.406Z
SideShift,5000,0.06420000,4881.160531,4999.960521,2.3760,2026-09-18T08:18:51.569Z
ChangeNOW,200,0.00255000,193.420590,199.775122,3.1808,2026-09-18T09:17:05.344Z
SimpleSwap,200,0.00255000,195.348705,199.751713,2.2042,2026-09-18T09:17:17.140Z
ChangeHero,200,0.00255000,198.308000,199.765381,0.7295,2026-09-18T09:17:26.868Z
Changelly,200,0.00255000,193.557826,199.884313,3.1651,2026-09-18T09:17:39.376Z
SideShift,200,0.00255000,195.060566,199.823419,2.3835,2026-09-18T09:17:49.278Z
ChangeNOW,1000,0.01280000,986.649873,1002.959680,1.6262,2026-09-18T09:17:53.468Z
SimpleSwap,1000,0.01280000,985.854699,1002.880064,1.6976,2026-09-18T09:17:56.214Z
ChangeHero,1000,0.01280000,995.146000,1002.679488,0.7513,2026-09-18T09:17:56.605Z
Changelly,1000,0.01280000,977.791327,1002.518976,2.4666,2026-09-18T09:18:02.663Z
SideShift,1000,0.01280000,978.421600,1002.240064,2.3765,2026-09-18T09:18:15.084Z
ChangeNOW,5000,0.06380000,4936.947090,4997.023669,1.2022,2026-09-18T09:18:28.472Z
SimpleSwap,5000,0.06380000,4920.241283,4997.581919,1.5476,2026-09-18T09:18:34.163Z
ChangeHero,5000,0.06380000,4959.910000,4997.644443,0.7550,2026-09-18T09:18:34.704Z
Changelly,5000,0.06380000,4881.028810,4997.644443,2.3334,2026-09-18T09:18:37.497Z
SideShift,5000,0.06380000,4879.330038,4998.081473,2.3759,2026-09-18T09:18:49.936Z
ChangeNOW,200,0.00256000,193.743665,200.108966,3.1809,2026-09-18T10:17:07.735Z
SimpleSwap,200,0.00256000,195.534179,200.108966,2.2861,2026-09-18T10:17:18.229Z
ChangeHero,200,0.00256000,198.585000,200.140813,0.7774,2026-09-18T10:17:27.855Z
Changelly,200,0.00256000,193.910788,200.183718,3.1336,2026-09-18T10:17:39.622Z
SideShift,200,0.00256000,195.417911,200.183718,2.3807,2026-09-18T10:17:49.398Z
ChangeNOW,1000,0.01280000,983.923344,1000.857664,1.6920,2026-09-18T10:17:54.339Z
SimpleSwap,1000,0.01280000,983.865469,1000.857664,1.6978,2026-09-18T10:17:55.423Z
ChangeHero,1000,0.01280000,993.301000,1000.857664,0.7550,2026-09-18T10:17:55.794Z
Changelly,1000,0.01280000,976.119285,1000.806592,2.4667,2026-09-18T10:18:03.644Z
SideShift,1000,0.01280000,977.127880,1000.908864,2.3759,2026-09-18T10:18:15.196Z
ChangeNOW,5000,0.06400000,4940.716399,5004.544320,1.2754,2026-09-18T10:18:28.296Z
SimpleSwap,5000,0.06400000,4926.690270,5004.544320,1.5557,2026-09-18T10:18:31.843Z
ChangeHero,5000,0.06400000,4967.500000,5004.544320,0.7402,2026-09-18T10:18:32.246Z
Changelly,5000,0.06400000,4887.770796,5004.544320,2.3333,2026-09-18T10:18:38.577Z
SideShift,5000,0.06400000,4885.635721,5004.543680,2.3760,2026-09-18T10:18:50.157Z
ChangeNOW,200,0.00256000,193.633405,200.038464,3.2019,2026-09-18T11:17:05.669Z
SimpleSwap,200,0.00256000,195.613652,200.084493,2.2345,2026-09-18T11:17:17.453Z
ChangeHero,200,0.00256000,198.327000,199.977382,0.8253,2026-09-18T11:17:27.128Z
Changelly,200,0.00256000,193.674191,199.915533,3.1220,2026-09-18T11:17:39.065Z
SideShift,200,0.00256000,195.186654,199.941133,2.3779,2026-09-18T11:17:49.828Z
ChangeNOW,1000,0.01280000,983.573000,999.833664,1.6263,2026-09-18T11:17:54.969Z
SimpleSwap,1000,0.01280000,983.064252,999.833664,1.6772,2026-09-18T11:17:57.881Z
ChangeHero,1000,0.01280000,992.295000,999.859264,0.7565,2026-09-18T11:17:58.284Z
Changelly,1000,0.01280000,975.194085,999.859264,2.4669,2026-09-18T11:18:02.800Z
SideShift,1000,0.01280000,976.156957,999.928896,2.3774,2026-09-18T11:18:14.740Z
ChangeNOW,5000,0.06400000,4934.314558,4998.656320,1.2872,2026-09-18T11:18:29.128Z
SimpleSwap,5000,0.06400000,4922.025420,4998.656320,1.5330,2026-09-18T11:18:32.857Z
ChangeHero,5000,0.06400000,4961.370000,4998.656320,0.7459,2026-09-18T11:18:33.295Z
Changelly,5000,0.06400000,4882.018553,4998.656320,2.3334,2026-09-18T11:18:38.054Z
SideShift,5000,0.06400000,4879.785210,4998.656320,2.3781,2026-09-18T11:18:49.613Z
ChangeNOW,200,0.00256000,193.595717,199.884787,3.1463,2026-09-18T12:17:05.694Z
SimpleSwap,200,0.00256000,195.442316,199.884787,2.2225,2026-09-18T12:17:17.253Z
ChangeHero,200,0.00256000,198.324000,199.889933,0.7834,2026-09-18T12:17:26.925Z
Changelly,200,0.00256000,193.624495,199.889933,3.1344,2026-09-18T12:17:38.814Z
SideShift,200,0.00256000,195.136550,199.889933,2.3780,2026-09-18T12:17:48.704Z
ChangeNOW,1000,0.01280000,982.919815,999.449664,1.6539,2026-09-18T12:17:52.579Z
SimpleSwap,1000,0.01280000,982.432979,999.449664,1.7026,2026-09-18T12:17:55.195Z
ChangeHero,1000,0.01280000,991.869000,999.356480,0.7492,2026-09-18T12:17:55.561Z
Changelly,1000,0.01280000,974.703149,999.356480,2.4669,2026-09-18T12:18:02.586Z
SideShift,1000,0.01280000,975.387287,999.148480,2.3781,2026-09-18T12:18:14.404Z
ChangeNOW,5000,0.06400000,4933.862325,4993.920320,1.2026,2026-09-18T12:18:27.607Z
SimpleSwap,5000,0.06400000,4919.549601,4993.920320,1.4892,2026-09-18T12:18:32.920Z
ChangeHero,5000,0.06400000,4956.380000,4993.920320,0.7517,2026-09-18T12:18:33.370Z
Changelly,5000,0.06400000,4877.391771,4993.920320,2.3334,2026-09-18T12:18:37.498Z
SideShift,5000,0.06400000,4875.298618,4994.057280,2.3780,2026-09-18T12:18:49.364Z
ChangeNOW,200,0.00256000,193.435044,199.830131,3.2003,2026-09-18T13:17:06.779Z
SimpleSwap,200,0.00256000,195.409544,199.830131,2.2122,2026-09-18T13:17:18.487Z
ChangeHero,200,0.00256000,198.236000,199.830131,0.7977,2026-09-18T13:17:28.172Z
Changelly,200,0.00256000,193.566294,199.830131,3.1346,2026-09-18T13:17:40.649Z
SideShift,200,0.00256000,195.078171,199.830131,2.3780,2026-09-18T13:17:50.558Z
ChangeNOW,1000,0.01280000,983.231148,999.150656,1.5933,2026-09-18T13:17:54.808Z
SimpleSwap,1000,0.01280000,982.186103,999.150656,1.6979,2026-09-18T13:17:57.896Z
ChangeHero,1000,0.01280000,991.580000,999.150656,0.7577,2026-09-18T13:17:58.288Z
Changelly,1000,0.01280000,974.502368,999.150656,2.4669,2026-09-18T13:18:04.031Z
SideShift,1000,0.01280000,975.558611,999.321664,2.3779,2026-09-18T13:18:16.224Z
ChangeNOW,5000,0.06410000,4940.104820,5004.415521,1.2851,2026-09-18T13:18:29.717Z
SimpleSwap,5000,0.06410000,4926.341943,5005.646241,1.5843,2026-09-18T13:18:32.778Z
ChangeHero,5000,0.06410000,4968.120000,5005.646241,0.7497,2026-09-18T13:18:33.283Z
Changelly,5000,0.06410000,4888.848303,5005.646241,2.3333,2026-09-18T13:18:38.905Z
SideShift,5000,0.06410000,4886.617841,5005.646241,2.3779,2026-09-18T13:18:51.193Z
ChangeNOW,200,0.00248000,193.208282,199.674112,3.2382,2026-09-18T14:17:06.341Z
SimpleSwap,200,0.00248000,195.010924,199.629522,2.3136,2026-09-18T14:17:18.256Z
ChangeHero,200,0.00248000,197.563000,199.581286,1.0113,2026-09-18T14:17:27.901Z
Changelly,200,0.00248000,193.103134,199.409645,3.1626,2026-09-18T14:17:41.022Z
SideShift,200,0.00248000,194.773795,199.504356,2.3712,2026-09-18T14:17:51.668Z
ChangeNOW,1000,0.01240000,981.879616,997.452962,1.5613,2026-09-18T14:17:55.652Z
SimpleSwap,1000,0.01240000,981.572887,997.436718,1.5905,2026-09-18T14:17:58.448Z
ChangeHero,1000,0.01240000,989.533000,997.436718,0.7924,2026-09-18T14:17:58.821Z
Changelly,1000,0.01240000,973.207162,997.837486,2.4684,2026-09-18T14:18:03.876Z
SideShift,1000,0.01240000,974.454150,998.205890,2.3794,2026-09-18T14:18:16.762Z
ChangeNOW,5000,0.06210000,4929.615758,5001.567224,1.4386,2026-09-18T14:18:30.905Z
SimpleSwap,5000,0.06210000,4918.114990,5000.876051,1.6549,2026-09-18T14:18:33.776Z
ChangeHero,5000,0.06210000,4964.130000,5001.844189,0.7540,2026-09-18T14:18:34.180Z
Changelly,5000,0.06210000,4885.667210,5002.403711,2.3336,2026-09-18T14:18:38.842Z
SideShift,5000,0.06210000,4880.752506,4999.746452,2.3800,2026-09-18T14:18:51.603Z
ChangeNOW,200,0.00247000,193.601837,200.043608,3.2202,2026-09-18T15:17:06.654Z
SimpleSwap,200,0.00247000,195.538411,200.067271,2.2637,2026-09-18T15:17:18.580Z
ChangeHero,200,0.00247000,198.066000,200.007324,0.9706,2026-09-18T15:17:28.081Z
Changelly,200,0.00247000,193.609193,199.930408,3.1617,2026-09-18T15:17:40.219Z
SideShift,200,0.00247000,195.130991,199.877377,2.3746,2026-09-18T15:17:50.160Z
ChangeNOW,1000,0.01230000,980.202832,995.097613,1.4968,2026-09-18T15:17:55.193Z
SimpleSwap,1000,0.01230000,979.280544,995.006839,1.5805,2026-09-18T15:17:57.610Z
ChangeHero,1000,0.01230000,987.261000,995.055670,0.7833,2026-09-18T15:17:58.008Z
Changelly,1000,0.01230000,970.448819,995.004011,2.4678,2026-09-18T15:18:03.771Z
SideShift,1000,0.01230000,972.103865,995.857262,2.3852,2026-09-18T15:18:15.785Z
ChangeNOW,5000,0.06170000,4933.244605,4994.237705,1.2213,2026-09-18T15:18:29.231Z
SimpleSwap,5000,0.06170000,4913.657718,4993.449795,1.5979,2026-09-18T15:18:32.179Z
ChangeHero,5000,0.06170000,4956.340000,4993.758912,0.7493,2026-09-18T15:18:32.993Z
Changelly,5000,0.06170000,4876.277483,4992.747650,2.3328,2026-09-18T15:18:39.102Z
