exchange,sent_btc,received_usdt,stated_network_fee_usdt,quoted_at_utc
Cambio,0.01000000,759.885476,0.500000,2026-09-17T10:04:46.531Z
Cambio,0.01000000,763.297989,0.500000,2026-09-17T18:13:12.023Z
Cambio,0.01000000,799.066283,0.500000,2026-09-18T14:13:39.445Z
Cambio,0.01000000,806.096343,0.500000,2026-09-18T17:59:18.331Z
